Year,FIPS,MedianIncome,AgeGroup,train_and_predicted
2005,34001,52040.0,25-44,
2006,34001,57582.0,25-44,
2007,34001,61533.0,25-44,
2008,34001,54092.0,25-44,
2009,34001,61628.0,25-44,
2010,34001,49904.0,25-44,
2011,34001,50104.0,25-44,
2012,34001,51046.0,25-44,
2013,34001,52766.0,25-44,
2014,34001,54343.0,25-44,
2015,34001,56660.0,25-44,
2016,34001,56332.0,25-44,
2017,34001,65295.0,25-44,
2018,34001,61793.0,25-44,
2019,34001,65106.0,25-44,
2020,34001,,25-44,64806.352802201036
2021,34001,,25-44,65173.14179072511
2022,34001,,25-44,65149.951360467014
2023,34001,,25-44,65190.85277207696
2024,34001,,25-44,65189.42584177168
2025,34001,,25-44,65194.020912119515
2026,34001,,25-44,65193.994199231754
2027,34001,,25-44,65194.51435920964
2028,34001,,25-44,65194.52661935825
2029,34001,,25-44,65194.58595047309
2005,34003,79122.0,25-44,
2006,34003,82115.0,25-44,
2007,34003,86144.0,25-44,
2008,34003,83599.0,25-44,
2009,34003,85638.0,25-44,
2010,34003,82334.0,25-44,
2011,34003,89101.0,25-44,
2012,34003,92210.0,25-44,
2013,34003,85633.0,25-44,
2014,34003,88932.0,25-44,
2015,34003,100285.0,25-44,
2016,34003,101172.0,25-44,
2017,34003,102075.0,25-44,
2018,34003,110642.0,25-44,
2019,34003,119900.0,25-44,
2020,34003,,25-44,127555.33821283007
2021,34003,,25-44,133885.94833471245
2022,34003,,25-44,140145.6619877989
2023,34003,,25-44,146405.37564088538
2024,34003,,25-44,152665.08929397186
2025,34003,,25-44,158924.80294705834
2026,34003,,25-44,165184.51660014482
2027,34003,,25-44,171444.2302532313
2028,34003,,25-44,177703.94390631779
2029,34003,,25-44,183963.65755940427
2005,34005,73330.0,25-44,
2006,34005,74635.0,25-44,
2007,34005,79618.0,25-44,
2008,34005,82097.0,25-44,
2009,34005,80760.0,25-44,
2010,34005,81854.0,25-44,
2011,34005,76333.0,25-44,
2012,34005,80872.0,25-44,
2013,34005,80302.0,25-44,
2014,34005,90286.0,25-44,
2015,34005,79978.0,25-44,
2016,34005,86881.0,25-44,
2017,34005,90978.0,25-44,
2018,34005,91465.0,25-44,
2019,34005,91000.0,25-44,
2020,34005,,25-44,91315.7718003894
2021,34005,,25-44,91044.96207766002
2022,34005,,25-44,91265.06899571624
2023,34005,,25-44,91077.22482666782
2024,34005,,25-44,91236.55493155036
2025,34005,,25-44,91100.10614691763
2026,34005,,25-44,91216.92917554356
2027,34005,,25-44,91116.71629877886
2028,34005,,25-44,91202.69298776235
2029,34005,,25-44,91128.90040753798
2005,34007,57357.0,25-44,
2006,34007,62593.0,25-44,
2007,34007,64064.0,25-44,
2008,34007,62450.0,25-44,
2009,34007,68329.0,25-44,
2010,34007,59884.0,25-44,
2011,34007,63710.0,25-44,
2012,34007,62240.0,25-44,
2013,34007,60519.0,25-44,
2014,34007,65907.0,25-44,
2015,34007,68559.0,25-44,
2016,34007,73531.0,25-44,
2017,34007,68991.0,25-44,
2018,34007,70952.0,25-44,
2019,34007,78282.0,25-44,
2020,34007,,25-44,84651.74765216662
2021,34007,,25-44,90412.60706936683
2022,34007,,25-44,95787.37538924556
2023,34007,,25-44,100917.32647195246
2024,34007,,25-44,105892.04092777973
2025,34007,,25-44,110768.32109604066
2026,34007,,25-44,115582.18487995045
2027,34007,,25-44,120356.4709401647
2028,34007,,25-44,125105.66108639412
2029,34007,,25-44,129838.93811686226
2005,34009,62479.0,25-44,
2006,34009,58456.0,25-44,
2007,34009,52036.0,25-44,
2008,34009,62487.0,25-44,
2009,34009,59245.0,25-44,
2010,34009,76302.0,25-44,
2011,34009,51905.0,25-44,
2012,34009,55651.0,25-44,
2013,34009,71262.0,25-44,
2014,34009,57710.0,25-44,
2015,34009,71446.0,25-44,
2016,34009,70428.0,25-44,
2017,34009,70217.0,25-44,
2018,34009,61664.0,25-44,
2019,34009,80289.0,25-44,
2020,34009,,25-44,84192.70184394538
2021,34009,,25-44,76916.94252463614
2022,34009,,25-44,88662.76753160618
2023,34009,,25-44,92327.331841128
2024,34009,,25-44,96294.03721871479
2025,34009,,25-44,100249.44618743306
2026,34009,,25-44,104205.27750473884
2027,34009,,25-44,108161.09303133347
2028,34009,,25-44,112116.90914830906
2029,34009,,25-44,116072.72524321155
2005,34011,52009.0,25-44,
2006,34011,50735.0,25-44,
2007,34011,48959.0,25-44,
2008,34011,52648.0,25-44,
2009,34011,55540.0,25-44,
2010,34011,54586.0,25-44,
2011,34011,53595.0,25-44,
2012,34011,51508.0,25-44,
2013,34011,47120.0,25-44,
2014,34011,44848.0,25-44,
2015,34011,55097.0,25-44,
2016,34011,46427.0,25-44,
2017,34011,51318.0,25-44,
2018,34011,56710.0,25-44,
2019,34011,51751.0,25-44,
2020,34011,,25-44,51940.78571424366
2021,34011,,25-44,53025.591896697515
2022,34011,,25-44,52455.05110654418
2023,34011,,25-44,52016.25445910113
2024,34011,,25-44,52209.16940323922
2025,34011,,25-44,52177.71602912185
2026,34011,,25-44,52056.32952367658
2027,34011,,25-44,52065.730656394844
2028,34011,,25-44,52085.228439733626
2029,34011,,25-44,52069.225190091194
2005,34013,52247.0,25-44,
2006,34013,51762.0,25-44,
2007,34013,56150.0,25-44,
2008,34013,58489.0,25-44,
2009,34013,56383.0,25-44,
2010,34013,51864.0,25-44,
2011,34013,51652.0,25-44,
2012,34013,49572.0,25-44,
2013,34013,51143.0,25-44,
2014,34013,55600.0,25-44,
2015,34013,51180.0,25-44,
2016,34013,51910.0,25-44,
2017,34013,60846.0,25-44,
2018,34013,62137.0,25-44,
2019,34013,64570.0,25-44,
2020,34013,,25-44,66460.5613663044
2021,34013,,25-44,68821.04822916067
2022,34013,,25-44,70722.71239427256
2023,34013,,25-44,73079.26714822793
2024,34013,,25-44,74984.01091665623
2025,34013,,25-44,77337.60249065279
2026,34013,,25-44,79245.27886955178
2027,34013,,25-44,81595.9582908642
2028,34013,,25-44,83506.52765285867
2029,34013,,25-44,85854.33300098724
2005,34015,72375.0,25-44,
2006,34015,75948.0,25-44,
2007,34015,79959.0,25-44,
2008,34015,77282.0,25-44,
2009,34015,77956.0,25-44,
2010,34015,81491.0,25-44,
2011,34015,79688.0,25-44,
2012,34015,82107.0,25-44,
2013,34015,76737.0,25-44,
2014,34015,93984.0,25-44,
2015,34015,88084.0,25-44,
2016,34015,93758.0,25-44,
2017,34015,101685.0,25-44,
2018,34015,99834.0,25-44,
2019,34015,101800.0,25-44,
2020,34015,,25-44,103923.77829990549
2021,34015,,25-44,107426.88526100539
2022,34015,,25-44,111502.34020461934
2023,34015,,25-44,115527.6780717128
2024,34015,,25-44,119553.01593880626
2025,34015,,25-44,123578.35380589972
2026,34015,,25-44,127603.69167299318
2027,34015,,25-44,131629.02954008666
2028,34015,,25-44,135654.36740718014
2029,34015,,25-44,139679.7052742736
2005,34019,102273.0,25-44,
2006,34019,94683.0,25-44,
2007,34019,106598.0,25-44,
2008,34019,107320.0,25-44,
2009,34019,111393.0,25-44,
2010,34019,104619.0,25-44,
2011,34019,105958.0,25-44,
2012,34019,110941.0,25-44,
2013,34019,114950.0,25-44,
2014,34019,112092.0,25-44,
2015,34019,100530.0,25-44,
2016,34019,117639.0,25-44,
2017,34019,111589.0,25-44,
2018,34019,113920.0,25-44,
2019,34019,119555.0,25-44,
2020,34019,,25-44,124133.34072857616
2021,34019,,25-44,128910.35235835906
2022,34019,,25-44,133650.01029423726
2023,34019,,25-44,138396.69139475535
2024,34019,,25-44,143142.05201431416
2025,34019,,25-44,147887.66090798491
2026,34019,,25-44,152633.22312166818
2027,34019,,25-44,157378.7941120266
2028,34019,,25-44,162124.36345221262
2029,34019,,25-44,166869.93310266067
2005,34021,68182.0,25-44,
2006,34021,71499.0,25-44,
2007,34021,78469.0,25-44,
2008,34021,78299.0,25-44,
2009,34021,73160.0,25-44,
2010,34021,78027.0,25-44,
2011,34021,74463.0,25-44,
2012,34021,66932.0,25-44,
2013,34021,71401.0,25-44,
2014,34021,69078.0,25-44,
2015,34021,71129.0,25-44,
2016,34021,80432.0,25-44,
2017,34021,77219.0,25-44,
2018,34021,81893.0,25-44,
2019,34021,81632.0,25-44,
2020,34021,,25-44,
2021,34021,,25-44,
2022,34021,,25-44,
2023,34021,,25-44,
2024,34021,,25-44,
2025,34021,,25-44,
2026,34021,,25-44,
2027,34021,,25-44,
2028,34021,,25-44,
2029,34021,,25-44,
2005,34023,75025.0,25-44,
2006,34023,80721.0,25-44,
2007,34023,82232.0,25-44,
2008,34023,83958.0,25-44,
2009,34023,88272.0,25-44,
2010,34023,82012.0,25-44,
2011,34023,81308.0,25-44,
2012,34023,84839.0,25-44,
2013,34023,85006.0,25-44,
2014,34023,86750.0,25-44,
2015,34023,82161.0,25-44,
2016,34023,90660.0,25-44,
2017,34023,97703.0,25-44,
2018,34023,98290.0,25-44,
2019,34023,101357.0,25-44,
2020,34023,,25-44,105981.60152914056
2021,34023,,25-44,110175.98694513892
2022,34023,,25-44,113741.23359969087
2023,34023,,25-44,117676.81609329571
2024,34023,,25-44,121612.39858690056
2025,34023,,25-44,125547.9810805054
2026,34023,,25-44,129483.56357411025
2027,34023,,25-44,133419.14606771508
2028,34023,,25-44,137354.72856131993
2029,34023,,25-44,141290.3110549248
2005,34025,81328.0,25-44,
2006,34025,85445.0,25-44,
2007,34025,83320.0,25-44,
2008,34025,90230.0,25-44,
2009,34025,82044.0,25-44,
2010,34025,91035.0,25-44,
2011,34025,85810.0,25-44,
2012,34025,83829.0,25-44,
2013,34025,84028.0,25-44,
2014,34025,92233.0,25-44,
2015,34025,91449.0,25-44,
2016,34025,100397.0,25-44,
2017,34025,104832.0,25-44,
2018,34025,111883.0,25-44,
2019,34025,114190.0,25-44,
2020,34025,,25-44,117918.33396991162
2021,34025,,25-44,122538.2893952303
2022,34025,,25-44,127717.57066273064
2023,34025,,25-44,133247.7243726055
2024,34025,,25-44,138997.98497104767
2025,34025,,25-44,144886.3215097572
2026,34025,,25-44,150861.2748981474
2027,34025,,25-44,156890.56417325384
2028,34025,,25-44,162953.93906329692
2029,34025,,25-44,169038.69630698918
2005,34027,91722.0,25-44,
2006,34027,96423.0,25-44,
2007,34027,104208.0,25-44,
2008,34027,104251.0,25-44,
2009,34027,107724.0,25-44,
2010,34027,97025.0,25-44,
2011,34027,95408.0,25-44,
2012,34027,100946.0,25-44,
2013,34027,106294.0,25-44,
2014,34027,110660.0,25-44,
2015,34027,120112.0,25-44,
2016,34027,115425.0,25-44,
2017,34027,130936.0,25-44,
2018,34027,120591.0,25-44,
2019,34027,116973.0,25-44,
2020,34027,,25-44,105659.8221304088
2021,34027,,25-44,102052.13600348122
2022,34027,,25-44,90739.17497794336
2023,34027,,25-44,87131.15624684695
2024,34027,,25-44,75818.52908383218
2025,34027,,25-44,72210.1764906871
2026,34027,,25-44,60897.88317540768
2027,34027,,25-44,57289.19674899212
2028,34027,,25-44,45977.237252517276
2029,34027,,25-44,42368.21702176245
2005,34029,66593.0,25-44,
2006,34029,72333.0,25-44,
2007,34029,71773.0,25-44,
2008,34029,73642.0,25-44,
2009,34029,74735.0,25-44,
2010,34029,68040.0,25-44,
2011,34029,68291.0,25-44,
2012,34029,76827.0,25-44,
2013,34029,70301.0,25-44,
2014,34029,69567.0,25-44,
2015,34029,70816.0,25-44,
2016,34029,74712.0,25-44,
2017,34029,83308.0,25-44,
2018,34029,81137.0,25-44,
2019,34029,87623.0,25-44,
2020,34029,,25-44,93895.12150756115
2021,34029,,25-44,98709.8801863248
2022,34029,,25-44,102849.28048428462
2023,34029,,25-44,106629.4621036359
2024,34029,,25-44,110685.40420573404
2025,34029,,25-44,114529.65396449597
2026,34029,,25-44,118536.41304214501
2027,34029,,25-44,122418.41900728678
2028,34029,,25-44,126396.19387470957
2029,34029,,25-44,130300.45007426283
2005,34031,59337.0,25-44,
2006,34031,48403.0,25-44,
2007,34031,55844.0,25-44,
2008,34031,57043.0,25-44,
2009,34031,51803.0,25-44,
2010,34031,51764.0,25-44,
2011,34031,46934.0,25-44,
2012,34031,60012.0,25-44,
2013,34031,55085.0,25-44,
2014,34031,52771.0,25-44,
2015,34031,56156.0,25-44,
2016,34031,62489.0,25-44,
2017,34031,60544.0,25-44,
2018,34031,77322.0,25-44,
2019,34031,82704.0,25-44,
2020,34031,,25-44,83510.40789042856
2021,34031,,25-44,85412.57808023231
2022,34031,,25-44,85643.76803390076
2023,34031,,25-44,85886.71825903139
2024,34031,,25-44,86034.52544479712
2025,34031,,25-44,86056.65635578349
2026,34031,,25-44,86090.26080646513
2027,34031,,25-44,86099.73854562918
2028,34031,,25-44,86103.7992586809
2029,34031,,25-44,86107.0526719733
2005,34033,55109.0,25-44,
2006,34033,61835.0,25-44,
2007,34033,63507.0,25-44,
2008,34033,65886.0,25-44,
2009,34033,52373.0,25-44,
2010,34033,56976.0,25-44,
2011,34033,55746.0,25-44,
2012,34033,75186.0,25-44,
2013,34033,56669.0,25-44,
2014,34033,72066.0,25-44,
2015,34033,76529.0,25-44,
2016,34033,60640.0,25-44,
2017,34033,59250.0,25-44,
2018,34033,66712.0,25-44,
2019,34033,56370.0,25-44,
2020,34033,,25-44,57341.61568880818
2021,34033,,25-44,57341.61568880818
2022,34033,,25-44,57341.61568880818
2023,34033,,25-44,57341.61568880818
2024,34033,,25-44,57341.61568880818
2025,34033,,25-44,57341.61568880818
2026,34033,,25-44,57341.61568880818
2027,34033,,25-44,57341.61568880818
2028,34033,,25-44,57341.61568880818
2029,34033,,25-44,57341.61568880818
2005,34037,82865.0,25-44,
2006,34037,82913.0,25-44,
2007,34037,88385.0,25-44,
2008,34037,80676.0,25-44,
2009,34037,90863.0,25-44,
2010,34037,84070.0,25-44,
2011,34037,92486.0,25-44,
2012,34037,91699.0,25-44,
2013,34037,97134.0,25-44,
2014,34037,98680.0,25-44,
2015,34037,91633.0,25-44,
2016,34037,103451.0,25-44,
2017,34037,93949.0,25-44,
2018,34037,93512.0,25-44,
2019,34037,113723.0,25-44,
2020,34037,,25-44,127158.74204338322
2021,34037,,25-44,139017.46134316188
2022,34037,,25-44,149510.55908429783
2023,34037,,25-44,159190.98542464038
2024,34037,,25-44,168350.96804518282
2025,34037,,25-44,177182.98877484046
2026,34037,,25-44,185807.62321712138
2027,34037,,25-44,194301.21549747014
2028,34037,,25-44,202711.99213982804
2029,34037,,25-44,211070.4330289859
2005,34039,71468.0,25-44,
2006,34039,65041.0,25-44,
2007,34039,61866.0,25-44,
2008,34039,66776.0,25-44,
2009,34039,69025.0,25-44,
2010,34039,71376.0,25-44,
2011,34039,69590.0,25-44,
2012,34039,65012.0,25-44,
2013,34039,61408.0,25-44,
2014,34039,66295.0,25-44,
2015,34039,67379.0,25-44,
2016,34039,73610.0,25-44,
2017,34039,80630.0,25-44,
2018,34039,90935.0,25-44,
2019,34039,75582.0,25-44,
2020,34039,,25-44,64506.931541691316
2021,34039,,25-44,60952.296541006464
2022,34039,,25-44,74844.37913556841
2023,34039,,25-44,76898.63340279661
2024,34039,,25-44,86474.60756981665
2025,34039,,25-44,84482.2652582711
2026,34039,,25-44,78371.03711281976
2027,34039,,25-44,62995.156066698844
2028,34039,,25-44,71464.30305523328
2029,34039,,25-44,78414.32556004926
2005,34041,65582.0,25-44,
2006,34041,64463.0,25-44,
2007,34041,77023.0,25-44,
2008,34041,85248.0,25-44,
2009,34041,76924.0,25-44,
2010,34041,78575.0,25-44,
2011,34041,73637.0,25-44,
2012,34041,82188.0,25-44,
2013,34041,72331.0,25-44,
2014,34041,87168.0,25-44,
2015,34041,76846.0,25-44,
2016,34041,86667.0,25-44,
2017,34041,93548.0,25-44,
2018,34041,90560.0,25-44,
2019,34041,86705.0,25-44,
2020,34041,,25-44,82934.47095079035
2021,34041,,25-44,75038.41706943896
2022,34041,,25-44,69144.78011922102
2023,34041,,25-44,65389.80936132379
2024,34041,,25-44,61634.83860342656
2025,34041,,25-44,57879.86784552933
2026,34041,,25-44,54124.8970876321
2027,34041,,25-44,50369.926329734866
2028,34041,,25-44,46614.955571837636
2029,34041,,25-44,42859.984813940406
2005,34001,62816.0,45-64,
2006,34001,64172.0,45-64,
2007,34001,66116.0,45-64,
2008,34001,63169.0,45-64,
2009,34001,59986.0,45-64,
2010,34001,62825.0,45-64,
2011,34001,57473.0,45-64,
2012,34001,63710.0,45-64,
2013,34001,60844.0,45-64,
2014,34001,69857.0,45-64,
2015,34001,62317.0,45-64,
2016,34001,72553.0,45-64,
2017,34001,74352.0,45-64,
2018,34001,70945.0,45-64,
2019,34001,80149.0,45-64,
2020,34001,,45-64,87133.99920881036
2021,34001,,45-64,93862.88982934869
2022,34001,,45-64,98983.86195917641
2023,34001,,45-64,103580.98837085813
2024,34001,,45-64,107927.91967598183
2025,34001,,45-64,112329.95181234762
2026,34001,,45-64,116814.34617271202
2027,34001,,45-64,121368.03304933044
2028,34001,,45-64,125950.15946114135
2029,34001,,45-64,130537.70826170477
2005,34003,89334.0,45-64,
2006,34003,92642.0,45-64,
2007,34003,98428.0,45-64,
2008,34003,101044.0,45-64,
2009,34003,98903.0,45-64,
2010,34003,96775.0,45-64,
2011,34003,94013.0,45-64,
2012,34003,97709.0,45-64,
2013,34003,101603.0,45-64,
2014,34003,101512.0,45-64,
2015,34003,107949.0,45-64,
2016,34003,115219.0,45-64,
2017,34003,113971.0,45-64,
2018,34003,115512.0,45-64,
2019,34003,131228.0,45-64,
2020,34003,,45-64,146907.08311527318
2021,34003,,45-64,163420.09555602435
2022,34003,,45-64,180537.42809942723
2023,34003,,45-64,197610.73014236763
2024,34003,,45-64,214684.03218530802
2025,34003,,45-64,231757.33422824842
2026,34003,,45-64,248830.63627118882
2027,34003,,45-64,265903.93831412925
2028,34003,,45-64,282977.24035706965
2029,34003,,45-64,300050.54240001005
2005,34007,68490.0,45-64,
2006,34007,67106.0,45-64,
2007,34007,70807.0,45-64,
2008,34007,78485.0,45-64,
2009,34007,73255.0,45-64,
2010,34007,71762.0,45-64,
2011,34007,71843.0,45-64,
2012,34007,72646.0,45-64,
2013,34007,74256.0,45-64,
2014,34007,76794.0,45-64,
2015,34007,82117.0,45-64,
2016,34007,81259.0,45-64,
2017,34007,83061.0,45-64,
2018,34007,82352.0,45-64,
2019,34007,88436.0,45-64,
2020,34007,,45-64,94554.69648582606
2021,34007,,45-64,100653.29665135177
2022,34007,,45-64,107560.87262240698
2023,34007,,45-64,113616.47170128358
2024,34007,,45-64,119194.13590057919
2025,34007,,45-64,124503.69218378334
2026,34007,,45-64,129662.84752798523
2027,34007,,45-64,134737.63220987128
2028,34007,,45-64,139765.08734244178
2029,34007,,45-64,144765.99193982707
2005,34009,66551.0,45-64,
2006,34009,69713.0,45-64,
2007,34009,65081.0,45-64,
2008,34009,76695.0,45-64,
2009,34009,60608.0,45-64,
2010,34009,69143.0,45-64,
2011,34009,71436.0,45-64,
2012,34009,78897.0,45-64,
2013,34009,81259.0,45-64,
2014,34009,76517.0,45-64,
2015,34009,63432.0,45-64,
2016,34009,77982.0,45-64,
2017,34009,80166.0,45-64,
2018,34009,90669.0,45-64,
2019,34009,82853.0,45-64,
2020,34009,,45-64,83340.41198463082
2021,34009,,45-64,86592.48801953637
2022,34009,,45-64,90765.07327703969
2023,34009,,45-64,95244.1468504754
2024,34009,,45-64,99825.26729698642
2025,34009,,45-64,104440.36477871578
2026,34009,,45-64,109066.7750903971
2027,34009,,45-64,113696.95206743634
2028,34009,,45-64,118328.38317522613
2029,34009,,45-64,122960.23185234849
2005,34013,61396.0,45-64,
2006,34013,66579.0,45-64,
2007,34013,67260.0,45-64,
2008,34013,70133.0,45-64,
2009,34013,67205.0,45-64,
2010,34013,64311.0,45-64,
2011,34013,63876.0,45-64,
2012,34013,61535.0,45-64,
2013,34013,66630.0,45-64,
2014,34013,67312.0,45-64,
2015,34013,70066.0,45-64,
2016,34013,66553.0,45-64,
2017,34013,71880.0,45-64,
2018,34013,74789.0,45-64,
2019,34013,76992.0,45-64,
2020,34013,,45-64,79513.74144888269
2021,34013,,45-64,82292.63009958644
2022,34013,,45-64,85278.9743028586
2023,34013,,45-64,88432.6849250016
2024,34013,,45-64,91721.41973820077
2025,34013,,45-64,95119.08639264607
2026,34013,,45-64,98604.63467737149
2027,34013,,45-64,102161.0821670708
2028,34013,,45-64,105774.72815490795
2029,34013,,45-64,109434.51948655299
2005,34015,77663.0,45-64,
2006,34015,80897.0,45-64,
2007,34015,82736.0,45-64,
2008,34015,85587.0,45-64,
2009,34015,81083.0,45-64,
2010,34015,78200.0,45-64,
2011,34015,88214.0,45-64,
2012,34015,90680.0,45-64,
2013,34015,87790.0,45-64,
2014,34015,93196.0,45-64,
2015,34015,91260.0,45-64,
2016,34015,92630.0,45-64,
2017,34015,98686.0,45-64,
2018,34015,95366.0,45-64,
2019,34015,110341.0,45-64,
2020,34015,,45-64,123382.04871833225
2021,34015,,45-64,132492.18635592033
2022,34015,,45-64,141246.3280505944
2023,34015,,45-64,148750.48723038915
2024,34015,,45-64,154936.41837407532
2025,34015,,45-64,161238.01053892155
2026,34015,,45-64,168103.95463971456
2027,34015,,45-64,174813.09412133505
2028,34015,,45-64,181127.56363014824
2029,34015,,45-64,187509.22468085072
2005,34019,107673.0,45-64,
2006,34019,109379.0,45-64,
2007,34019,124344.0,45-64,
2008,34019,120377.0,45-64,
2009,34019,121449.0,45-64,
2010,34019,114770.0,45-64,
2011,34019,110561.0,45-64,
2012,34019,121437.0,45-64,
2013,34019,129419.0,45-64,
2014,34019,135901.0,45-64,
2015,34019,122283.0,45-64,
2016,34019,142827.0,45-64,
2017,34019,151273.0,45-64,
2018,34019,140175.0,45-64,
2019,34019,150968.0,45-64,
2020,34019,,45-64,149651.33161748157
2021,34019,,45-64,150903.27685191884
2022,34019,,45-64,150666.2673795733
2023,34019,,45-64,150817.99697816742
2024,34019,,45-64,150781.01990480322
2025,34019,,45-64,150800.04612862825
2026,34019,,45-64,150794.63593999876
2027,34019,,45-64,150797.08147532502
2028,34019,,45-64,150796.31602088365
2029,34019,,45-64,150796.635768041
2005,34021,84288.0,45-64,
2006,34021,81220.0,45-64,
2007,34021,83194.0,45-64,
2008,34021,95322.0,45-64,
2009,34021,88792.0,45-64,
2010,34021,86863.0,45-64,
2011,34021,91517.0,45-64,
2012,34021,87165.0,45-64,
2013,34021,85017.0,45-64,
2014,34021,92076.0,45-64,
2015,34021,91539.0,45-64,
2016,34021,90986.0,45-64,
2017,34021,96042.0,45-64,
2018,34021,101808.0,45-64,
2019,34021,100199.0,45-64,
2020,34021,,45-64,101441.60339090895
2021,34021,,45-64,101820.85643668253
2022,34021,,45-64,100287.96903696349
2023,34021,,45-64,100229.5289159927
2024,34021,,45-64,100297.30552548898
2025,34021,,45-64,99500.52539219605
2026,34021,,45-64,99413.09687661016
2027,34021,,45-64,99298.47301206796
2028,34021,,45-64,98803.16704513166
2029,34021,,45-64,98599.42187077418
2005,34023,82077.0,45-64,
2006,34023,85899.0,45-64,
2007,34023,86794.0,45-64,
2008,34023,92601.0,45-64,
2009,34023,88646.0,45-64,
2010,34023,88097.0,45-64,
2011,34023,88593.0,45-64,
2012,34023,91022.0,45-64,
2013,34023,90004.0,45-64,
2014,34023,88735.0,45-64,
2015,34023,95363.0,45-64,
2016,34023,99695.0,45-64,
2017,34023,101355.0,45-64,
2018,34023,106179.0,45-64,
2019,34023,113235.0,45-64,
2020,34023,,45-64,119860.85789760078
2021,34023,,45-64,126544.58608693033
2022,34023,,45-64,133073.19598198665
2023,34023,,45-64,139132.95861991664
2024,34023,,45-64,144917.39854955007
2025,34023,,45-64,150540.15982467166
2026,34023,,45-64,156067.97801468964
2027,34023,,45-64,161540.04246630467
2028,34023,,45-64,166979.36646775933
2029,34023,,45-64,172399.46418757967
2005,34027,101707.0,45-64,
2006,34027,105445.0,45-64,
